song_id,mood,valence,arousal
178,sad,2.8,3.7
179,happy,5.2,6.0
180,tense,4.8,5.9
181,sad,3.7,2.5
182,sad,2.2,3.7
184,sad,3.6,3.4
185,sad,4.9,4.6
186,sad,3.7,4.0
187,sad,2.5,3.7
188,sad,4.0,3.3
189,happy,6.5,7.1
190,sad,2.8,3.1
191,happy,5.1,6.3
192,happy,5.8,6.1
193,sad,4.1,3.0
194,sad,2.7,4.7
195,sad,4.2,2.7
196,sad,4.3,4.5
197,sad,2.2,2.8
198,sad,1.9,3.3
199,happy,5.3,5.7
201,sad,3.7,4.8
202,tense,4.6,5.2
203,sad,3.5,4.8
204,sad,3.6,2.2
205,sad,3.0,4.5
206,sad,2.3,2.6
207,sad,4.8,4.8
208,tense,4.8,6.5
209,sad,3.1,4.6
210,tense,4.2,5.5
211,sad,3.1,4.9
212,tense,4.6,5.4
213,sad,2.6,2.5
214,sad,3.6,4.1
215,sad,3.2,2.6
216,tense,4.5,5.3
217,sad,3.5,4.8
218,sad,2.9,4.0
219,sad,2.4,3.8
220,sad,4.1,3.4
221,sad,4.3,3.4
222,sad,3.8,4.3
223,sad,2.2,3.5
224,happy,5.5,5.7
225,sad,3.7,4.2
226,tense,4.9,5.0
227,sad,3.1,3.5
228,sad,3.5,4.0
229,sad,4.8,4.8
231,tense,4.1,5.6
232,sad,2.5,2.7
233,sad,4.7,4.5
234,sad,3.5,3.9
235,sad,3.0,3.7
236,sad,2.5,2.4
237,sad,4.2,3.9
238,sad,3.0,4.6
239,sad,2.3,3.3
240,happy,6.4,6.6
241,sad,4.1,4.6
242,sad,3.5,4.7
243,calm,7.2,4.1
244,sad,4.3,4.2
245,tense,4.2,6.1
246,sad,4.9,3.2
247,sad,3.9,4.5
248,sad,3.4,3.7
250,sad,3.4,3.6
253,calm,6.6,2.5
254,happy,5.3,7.4
257,happy,7.6,6.9
258,sad,4.3,4.3
260,calm,5.3,3.6
262,happy,5.6,6.9
264,happy,5.3,5.5
265,tense,4.5,6.4
266,sad,3.6,4.8
269,sad,4.3,4.8
270,happy,6.1,7.1
272,happy,5.9,6.4
273,happy,5.4,7.2
274,happy,7.7,6.0
275,happy,5.3,5.5
276,happy,6.1,5.3
278,happy,5.5,5.1
279,sad,3.6,4.7
280,sad,4.2,3.3
281,happy,5.4,7.0
282,sad,3.2,4.2
284,tense,4.4,5.2
285,tense,3.5,5.1
286,happy,5.7,6.9
288,tense,3.5,5.2
289,happy,5.7,6.7
290,sad,2.1,3.9
292,happy,7.3,7.4
293,calm,6.3,4.2
294,happy,5.5,6.5
296,happy,5.9,5.7
297,sad,3.1,3.6
298,tense,4.0,5.4
299,sad,2.8,4.3
300,calm,6.8,4.5
301,sad,3.2,3.7
302,happy,6.6,7.0
303,happy,7.0,6.4
304,sad,3.8,4.6
305,happy,6.4,6.8
306,happy,5.7,6.7
307,happy,6.1,6.8
308,tense,4.3,6.6
309,happy,5.3,5.8
310,sad,2.1,2.7
311,happy,5.8,6.9
312,tense,4.6,5.8
313,tense,3.6,5.3
314,happy,5.8,5.9
315,happy,6.4,7.5
316,sad,2.8,3.5
317,calm,6.1,4.3
318,happy,5.9,5.9
319,tense,4.5,6.6
320,happy,7.4,6.6
321,happy,7.3,6.0
322,happy,6.1,7.6
323,tense,4.82,5.73
324,sad,3.3,4.7
325,happy,5.5,5.4
326,happy,5.4,7.2
327,happy,6.0,7.1
328,calm,5.2,4.2
329,sad,3.3,4.2
330,calm,5.9,3.1
332,happy,5.5,6.9
333,happy,6.7,6.1
334,happy,5.9,5.9
335,happy,6.8,6.8
336,happy,6.1,6.6
338,sad,3.0,3.8
339,happy,5.9,6.9
340,sad,3.8,4.6
341,sad,3.8,4.4
342,tense,4.0,5.1
343,happy,7.0,8.1
344,tense,4.6,5.2
345,happy,7.2,6.5
346,happy,6.7,7.3
347,tense,3.82,5.82
348,happy,5.0,5.7
349,tense,4.6,5.8
350,happy,6.0,6.5
352,calm,5.5,4.5
353,sad,4.0,4.8
354,happy,7.1,6.4
355,happy,5.1,6.5
356,tense,4.6,5.6
357,tense,4.8,6.5
358,calm,5.6,4.2
359,sad,2.5,3.7
360,tense,2.5,5.5
361,sad,2.55,3.36
362,tense,4.0,5.9
364,happy,5.5,6.5
365,happy,6.0,7.1
366,happy,6.9,6.1
367,sad,3.1,2.7
368,tense,4.8,6.1
369,sad,2.9,3.4
370,sad,3.8,3.4
371,happy,5.2,6.6
372,sad,3.6,4.8
374,calm,7.0,4.9
375,sad,1.9,2.8
376,happy,5.0,5.9
378,happy,5.5,5.9
379,sad,1.9,2.9
380,calm,5.6,4.8
381,happy,6.0,6.7
383,sad,4.2,3.6
384,sad,3.6,4.1
386,happy,5.0,5.5
387,happy,6.2,6.2
390,happy,5.7,6.2
391,happy,5.5,6.1
392,sad,3.4,4.8
393,happy,6.0,6.4
395,happy,6.7,6.2
397,happy,7.0,7.0
399,happy,6.7,7.0
400,happy,5.1,5.6
401,happy,5.5,6.4
402,happy,7.1,7.1
403,happy,5.1,5.2
404,happy,6.9,6.8
405,happy,6.1,7.4
406,calm,5.3,4.3
407,sad,4.3,4.5
408,happy,6.6,6.1
410,tense,3.8,5.1
415,happy,6.0,5.2
416,happy,5.5,5.2
419,sad,3.3,4.0
420,tense,4.5,5.4
422,sad,2.8,3.7
423,calm,5.2,4.5
425,happy,7.1,6.8
426,happy,5.3,5.3
427,happy,5.2,5.8
428,happy,6.6,6.6
429,sad,3.3,4.3
430,sad,4.0,2.9
431,happy,6.1,5.5
432,happy,5.3,5.3
435,tense,4.5,5.9
436,tense,4.3,5.2
437,calm,5.2,4.3
440,happy,5.3,6.3
441,tense,4.6,5.1
442,sad,4.1,4.5
444,sad,2.3,2.5
445,sad,2.4,4.6
448,happy,6.7,6.5
449,sad,3.6,3.8
450,tense,4.1,5.0
451,sad,4.9,4.4
452,happy,5.45,6.75
453,tense,4.6,5.6
454,calm,5.0,4.8
455,happy,5.4,5.7
456,calm,6.1,2.3
458,tense,3.4,5.0
459,happy,6.3,6.1
460,sad,3.8,3.8
461,sad,4.8,4.4
462,calm,5.8,4.6
463,happy,5.0,5.7
464,happy,5.1,5.6
466,happy,6.6,5.9
467,happy,5.7,6.8
468,sad,3.6,3.4
469,happy,5.1,5.3
472,happy,6.5,5.2
473,happy,7.1,5.5
475,happy,5.6,5.0
477,happy,7.1,7.2
478,sad,2.8,3.2
479,tense,4.5,5.7
480,sad,2.7,4.1
481,sad,3.4,4.7
482,sad,1.9,3.5
484,happy,6.4,6.5
485,sad,2.6,3.7
486,happy,6.2,5.7
487,tense,4.5,5.3
488,sad,1.6,3.4
489,tense,4.6,5.2
490,sad,3.9,3.7
492,sad,4.4,4.8
493,sad,3.7,4.9
494,sad,3.7,4.1
496,tense,4.7,5.9
497,happy,6.2,5.7
498,sad,2.9,2.8
499,sad,3.6,3.6
500,happy,6.0,5.2
501,sad,2.5,4.4
502,sad,4.8,4.6
503,happy,5.8,6.4
504,sad,4.8,4.0
506,sad,2.9,4.1
507,sad,4.9,4.8
512,happy,5.1,5.4
513,sad,3.1,4.2
514,tense,4.3,5.8
515,sad,3.8,3.4
518,sad,4.1,3.4
519,happy,6.8,5.3
520,tense,4.0,5.5
521,sad,3.8,4.6
522,sad,3.5,2.7
523,happy,5.1,5.9
524,sad,3.3,4.0
525,sad,4.3,4.8
527,tense,4.0,5.7
529,tense,4.7,5.8
530,sad,3.3,3.5
535,happy,6.1,6.5
536,calm,5.1,4.5
537,calm,5.0,2.6
540,sad,4.1,4.4
544,sad,4.8,4.5
547,sad,3.4,4.8
550,tense,4.2,5.9
551,sad,3.2,4.0
554,tense,2.8,5.0
555,calm,5.2,4.8
556,happy,5.6,6.1
558,sad,2.8,3.2
560,sad,2.9,4.6
561,happy,6.9,7.0
564,sad,4.7,4.9
565,sad,3.1,3.0
568,calm,5.4,3.1
574,sad,4.5,4.8
577,happy,5.6,5.5
579,sad,3.1,3.2
580,sad,2.4,4.4
581,happy,5.3,6.0
582,sad,3.1,4.9
584,sad,2.5,2.4
585,sad,4.0,4.2
586,happy,5.2,5.9
591,happy,5.7,6.2
592,happy,5.45,5.09
594,sad,4.2,3.1
597,tense,4.8,6.4
598,tense,4.0,5.6
600,sad,3.5,4.0
605,tense,4.4,6.0
606,tense,4.1,5.6
607,tense,4.4,6.1
608,sad,2.9,3.8
609,happy,5.3,5.55
610,happy,6.3,6.5
611,calm,5.1,4.8
612,happy,5.6,6.6
613,happy,5.2,6.8
614,sad,4.3,3.7
615,tense,3.2,5.0
616,tense,3.5,5.0
617,calm,6.5,3.0
620,calm,5.8,4.4
621,sad,2.9,4.4
622,tense,4.5,5.0
623,tense,3.8,5.9
625,sad,3.1,4.4
628,tense,4.9,6.8
629,happy,7.4,7.6
631,calm,7.6,3.1
632,tense,4.2,5.4
634,tense,4.7,5.8
635,happy,6.6,7.6
637,sad,2.2,3.6
638,sad,3.2,4.4
639,happy,6.1,6.3
640,happy,7.6,7.8
643,sad,3.5,4.2
644,tense,4.3,5.6
645,tense,4.6,5.7
646,sad,3.1,3.8
647,tense,3.0,5.8
648,happy,5.1,6.8
649,happy,6.2,6.7
650,calm,6.0,4.2
651,happy,6.4,7.1
652,sad,3.2,4.3
653,happy,5.3,6.5
654,calm,5.1,4.4
656,sad,2.6,4.1
657,happy,5.1,5.6
658,tense,4.4,5.7
660,sad,2.1,2.8
661,sad,2.2,2.8
662,happy,5.9,5.1
663,sad,3.3,4.3
664,happy,7.0,6.6
665,happy,5.7,6.2
666,happy,5.3,5.0
667,sad,4.2,4.9
668,happy,5.0,5.3
671,sad,3.1,3.7
672,tense,4.4,6.3
673,happy,6.6,6.7
674,happy,6.8,7.4
675,happy,5.1,5.8
676,happy,6.6,6.6
677,happy,6.5,5.3
681,tense,4.9,6.6
682,tense,4.8,6.0
684,sad,4.3,4.9
685,sad,4.5,3.6
686,tense,3.4,5.5
687,happy,7.3,7.4
688,tense,4.3,5.0
689,sad,3.8,4.6
690,sad,2.4,4.4
691,calm,5.0,3.7
692,happy,6.9,6.1
693,happy,6.2,5.3
695,happy,5.9,6.2
696,happy,5.3,5.8
697,tense,4.8,5.8
698,sad,3.9,3.7
699,sad,3.7,4.5
700,tense,4.8,5.6
702,calm,7.5,3.3
703,happy,5.1,6.0
704,sad,4.1,4.2
706,happy,5.5,6.0
707,sad,3.2,3.1
708,sad,3.2,3.2
709,happy,5.8,5.0
710,happy,5.4,5.1
711,sad,2.9,3.1
712,tense,3.4,5.3
713,tense,4.9,6.3
714,sad,4.4,4.8
715,sad,2.9,4.3
717,sad,4.5,4.9
718,happy,5.9,6.5
719,happy,7.1,7.2
721,happy,5.7,5.5
722,happy,5.7,7.0
723,happy,6.5,7.2
724,happy,6.0,6.1
725,happy,5.1,5.1
726,calm,7.0,3.6
727,sad,4.3,4.5
728,happy,6.9,7.5
729,calm,6.4,3.5
730,sad,3.7,4.5
731,happy,7.3,5.8
732,happy,5.6,6.3
733,tense,4.3,5.0
734,happy,5.7,6.3
735,sad,4.3,4.9
736,sad,2.7,3.7
737,sad,4.1,4.9
738,happy,5.5,6.2
739,happy,6.2,6.9
740,sad,3.7,4.0
741,sad,4.6,4.4
742,happy,6.1,6.5
743,tense,3.1,5.0
744,happy,6.1,5.5
745,sad,4.2,1.6
746,sad,3.7,4.6
747,sad,3.6,4.9
748,calm,5.1,4.4
749,sad,4.2,4.9
750,happy,5.3,5.7
756,happy,5.9,6.8
757,happy,6.0,6.1
758,tense,4.8,5.9
759,happy,6.7,5.9
763,tense,3.5,5.5
764,happy,6.3,7.5
767,happy,5.2,6.5
769,happy,6.2,5.0
773,sad,4.5,4.7
775,sad,3.7,4.4
776,sad,3.5,4.5
777,happy,6.2,5.1
779,tense,2.8,5.3
780,happy,5.8,6.2
781,tense,4.9,6.3
782,calm,7.2,4.7
784,tense,4.7,5.7
787,happy,6.1,6.3
789,tense,3.9,5.2
790,happy,7.2,5.4
791,sad,2.7,4.6
794,sad,2.5,4.2
795,sad,2.2,3.5
796,happy,5.2,5.1
797,tense,4.9,5.4
798,happy,6.5,5.9
799,tense,4.1,5.6
800,sad,4.5,4.5
801,sad,3.3,3.5
804,happy,6.9,6.8
805,sad,2.2,3.5
806,happy,6.4,6.6
807,tense,4.8,6.5
808,sad,3.1,4.3
810,happy,6.5,6.6
811,sad,4.1,4.9
813,happy,6.2,6.7
814,happy,6.1,5.3
815,happy,5.5,5.9
818,happy,5.9,6.8
819,tense,4.0,5.7
820,happy,6.4,6.4
823,sad,4.8,4.8
824,happy,7.2,7.0
825,tense,4.1,5.7
826,sad,4.0,4.7
829,sad,2.3,4.5
830,happy,5.3,5.9
831,happy,5.2,6.2
833,happy,5.0,5.8
834,sad,4.7,4.3
836,happy,7.1,5.7
839,calm,5.7,4.4
841,sad,4.2,4.7
844,sad,3.8,3.4
845,calm,5.1,4.0
846,happy,6.0,5.5
848,sad,2.2,2.7
850,sad,3.6,3.1
851,calm,5.0,4.4
852,sad,4.5,4.7
854,sad,2.9,3.8
855,sad,2.9,4.5
856,happy,6.7,5.6
857,tense,4.9,5.3
858,sad,4.4,4.5
859,tense,3.6,5.1
860,happy,6.6,6.7
863,happy,6.4,7.0
864,happy,5.7,5.9
865,sad,2.8,4.6
866,happy,5.8,5.1
867,happy,5.8,6.5
869,sad,2.6,4.1
871,happy,6.4,6.0
872,tense,3.4,5.5
873,happy,6.8,7.0
874,calm,6.3,4.4
876,happy,6.3,6.7
879,happy,5.6,6.0
880,sad,4.9,3.8
882,happy,5.3,5.2
884,happy,5.5,5.0
886,happy,5.9,5.4
887,happy,5.1,5.6
889,happy,6.9,7.2
890,sad,3.6,4.7
891,tense,3.4,5.5
892,sad,3.9,2.9
893,calm,7.3,3.3
897,sad,4.9,4.3
898,happy,6.4,5.5
899,happy,5.3,6.3
902,calm,7.0,3.3
903,happy,5.9,5.6
904,calm,5.7,4.2
908,calm,5.5,4.9
909,happy,6.0,5.5
910,happy,7.0,6.6
911,calm,7.1,4.0
913,sad,4.8,3.3
915,happy,5.0,5.2
921,happy,5.9,6.1
924,happy,5.4,6.2
925,tense,4.9,5.7
926,tense,4.0,5.5
928,calm,5.0,4.0
931,happy,6.3,6.5
932,sad,4.5,4.9
934,happy,6.2,6.4
936,calm,5.4,4.7
938,calm,7.3,4.2
939,calm,6.2,2.7
941,happy,7.2,5.9
942,sad,4.8,4.1
944,happy,7.1,6.5
945,sad,2.3,2.8
949,happy,5.7,6.1
952,sad,4.2,3.7
954,happy,5.1,5.5
955,tense,3.8,5.6
956,tense,4.5,5.4
957,sad,2.8,4.7
958,happy,5.5,5.1
959,happy,6.2,6.4
960,happy,7.7,7.7
961,happy,5.6,5.5
962,calm,7.4,3.4
964,happy,7.6,7.0
967,sad,2.8,4.4
968,sad,3.8,3.2
970,happy,6.6,6.6
973,calm,6.5,4.6
974,sad,4.1,4.2
976,happy,6.2,5.9
977,calm,7.3,3.5
978,happy,7.7,6.1
979,tense,3.1,5.5
980,calm,5.8,4.3
981,happy,6.7,6.6
983,tense,4.8,6.3
985,tense,3.9,6.1
986,calm,5.8,4.5
987,calm,6.3,3.6
988,happy,5.4,5.9
989,happy,6.3,6.4
990,happy,6.0,6.1
991,sad,3.1,3.5
993,sad,4.4,3.8
994,happy,6.6,5.3
995,sad,4.7,2.4
996,happy,6.0,6.7
997,happy,6.4,6.7
999,tense,4.1,5.9
1000,happy,6.8,5.6
1001,sad,4.4,3.8
1002,sad,4.5,3.2
1003,calm,5.3,3.3
1004,sad,3.8,4.7
1005,happy,5.4,5.1
1006,sad,4.6,4.4
1007,happy,5.2,5.4
1008,happy,6.0,5.4
1009,sad,3.5,3.7
1010,happy,6.5,6.5
1011,sad,4.5,3.0
1012,sad,4.3,2.9
1013,sad,3.2,3.5
1014,sad,4.9,4.5
1015,happy,5.9,6.3
1016,sad,3.3,1.9
1017,sad,4.1,3.8
1018,sad,3.7,2.5
1019,sad,4.3,2.8
1020,sad,3.4,2.5
1021,calm,6.2,4.8
1022,sad,3.3,3.3
1023,sad,2.9,2.3
1024,sad,3.2,2.9
1025,happy,5.1,6.1
1026,sad,3.7,2.8
1027,sad,4.6,3.8
1028,sad,4.5,4.8
1029,sad,3.9,4.5
1030,happy,5.7,5.2
1031,tense,4.8,5.0
1032,sad,3.3,4.1
1033,happy,5.3,5.6
1034,sad,3.3,2.8
1035,sad,4.3,4.2
1036,sad,4.8,3.0
1037,calm,5.0,4.4
1038,calm,5.0,4.1
1039,calm,6.3,4.6
1040,happy,6.2,5.3
1041,happy,5.6,5.4
1042,calm,5.0,4.3
1043,tense,4.9,5.0
1044,happy,7.1,6.1
1045,sad,4.4,3.1
1046,happy,5.6,5.0
1047,calm,5.3,4.4
1048,happy,5.0,6.7
1049,happy,5.3,6.7
1050,happy,6.0,5.8
1051,happy,5.2,5.3
1052,happy,5.5,6.6
1053,tense,4.5,6.3
1054,tense,3.7,6.3
1055,tense,3.7,6.3
1056,tense,4.2,5.0
1057,tense,4.7,7.1
1058,tense,4.0,5.8
1059,tense,4.7,7.5
1060,happy,5.2,6.1
1061,happy,6.5,6.2
1062,sad,4.1,4.3
1063,happy,5.2,6.4
1064,happy,5.2,7.1
1065,happy,6.0,6.4
1066,happy,6.1,5.5
1067,sad,4.0,3.4
1068,happy,5.9,5.3
1069,tense,4.3,5.6
1070,happy,5.2,5.8
1071,happy,6.5,5.3
1072,happy,6.3,5.5
1073,calm,5.2,3.8
1074,happy,6.8,6.4
1075,happy,6.4,6.6
1076,happy,6.0,5.0
1077,calm,6.4,4.8
1078,happy,6.8,6.0
1079,happy,6.9,5.6
1080,happy,6.0,5.0
1081,calm,5.0,3.5
1082,happy,6.7,6.4
1083,happy,6.1,6.6
1084,calm,5.1,3.4
1085,happy,6.1,5.2
1086,calm,5.9,4.3
1087,happy,6.0,6.4
1088,happy,7.3,6.6
1089,happy,6.4,6.6
1090,happy,5.6,6.6
1091,happy,5.7,5.8
1092,happy,5.8,6.3
1093,happy,5.8,6.0
1094,happy,6.4,6.3
1095,happy,6.2,6.2
1096,sad,3.8,3.6
1097,happy,5.5,5.4
1098,happy,6.8,6.3
1099,happy,5.7,5.9
1100,happy,6.3,5.6
1101,sad,3.7,2.4
1102,sad,2.3,4.5
1103,sad,3.6,3.5
1104,sad,4.2,4.4
1105,sad,3.8,3.7
1106,sad,3.0,3.9
1107,sad,3.0,3.2
1108,sad,4.8,3.7
1109,sad,4.2,2.4
1110,happy,5.1,5.4
1111,sad,3.2,2.9
1112,sad,3.1,2.3
1113,sad,3.4,3.0
1114,sad,3.4,3.3
1115,sad,4.4,3.9
1116,calm,5.7,3.0
1117,sad,4.2,3.4
1118,sad,4.0,1.9
1119,sad,3.4,2.1
1120,sad,3.4,2.8
1121,sad,3.9,2.3
1122,happy,6.8,5.4
1123,sad,3.1,3.1
1124,happy,5.4,5.1
1125,sad,4.9,3.0
1126,sad,3.9,3.2
1127,sad,3.4,3.0
1128,sad,3.7,2.7
1129,sad,3.5,2.4
1130,sad,3.8,3.1
1131,sad,4.5,3.4
1132,sad,4.6,3.4
1133,calm,5.0,2.4
1134,sad,4.1,2.1
1135,sad,3.1,2.7
1136,sad,4.5,3.4
1137,sad,4.3,4.2
1138,sad,4.4,3.7
1139,calm,5.1,2.5
1140,happy,5.9,5.4
1141,sad,4.5,3.6
1142,sad,3.2,2.1
1143,tense,3.8,5.1
1144,sad,3.7,4.6
1145,sad,4.7,2.4
1146,sad,2.6,3.4
1147,sad,4.6,3.6
1148,sad,3.4,3.0
1149,sad,4.0,2.6
1150,sad,4.1,2.3
1151,happy,5.0,5.6
1152,happy,6.1,5.6
1153,sad,3.9,2.5
1154,sad,3.9,4.4
1155,sad,4.2,4.3
1156,happy,7.0,5.6
1157,happy,6.9,6.1
1158,happy,6.2,6.2
1159,happy,5.8,6.0
1160,happy,6.4,5.4
1161,sad,4.1,2.5
1162,sad,3.6,3.8
1163,happy,6.2,5.3
1164,sad,3.6,3.1
1165,sad,3.5,2.8
1166,sad,4.6,3.3
1167,sad,3.6,2.8
1168,sad,4.4,3.3
1169,sad,3.9,2.8
1170,sad,3.1,2.1
1171,sad,3.6,1.9
1172,sad,3.9,2.5
1173,sad,4.3,4.0
1174,sad,3.6,3.3
1175,sad,3.7,3.4
1176,sad,4.9,2.7
1177,calm,5.2,3.3
1178,sad,4.9,4.5
1179,sad,3.4,4.1
1180,sad,3.3,2.6
1181,sad,3.7,4.4
1182,sad,2.7,2.2
1183,sad,3.7,3.2
1184,sad,4.2,2.3
1185,calm,6.2,4.8
1186,sad,3.7,1.9
1187,sad,4.4,4.1
1188,sad,4.7,3.3
1189,sad,4.8,3.2
1190,sad,3.5,2.2
1191,sad,4.4,2.6
1192,sad,3.7,2.9
1193,sad,4.4,3.9
1194,sad,3.4,2.5
1195,sad,4.2,4.0
1196,sad,3.8,2.7
1197,sad,3.9,2.8
1198,sad,3.5,1.8
1199,sad,4.5,3.5
1200,sad,3.2,3.6
1201,happy,6.0,5.5
1202,sad,4.1,2.7
1203,sad,4.0,3.4
1204,happy,6.6,5.5
1205,happy,6.0,5.7
1206,happy,5.1,5.8
1207,sad,4.7,3.4
1208,calm,6.2,4.6
1209,sad,4.4,2.7
1210,sad,3.8,2.4
1211,calm,5.5,4.7
1212,sad,3.5,2.7
1213,sad,3.1,2.8
1214,happy,6.2,5.3
1215,happy,6.2,5.6
1216,happy,5.5,5.3
1217,sad,3.9,2.6
1218,sad,3.9,4.1
1219,sad,4.3,2.2
1220,sad,3.6,2.2
1221,happy,5.4,5.3
1222,sad,4.1,3.2
1223,tense,4.6,5.6
1224,happy,6.2,6.8
1225,sad,3.4,4.6
1226,sad,3.9,3.8
1227,tense,4.7,5.7
1228,calm,5.4,3.3
1229,calm,5.2,4.3
1230,calm,5.3,3.7
1231,happy,5.5,6.5
1232,happy,6.9,6.3
1233,calm,5.5,4.8
1234,sad,4.6,3.0
1235,tense,4.9,5.8
1236,sad,4.5,4.9
1237,sad,4.1,3.3
1238,happy,5.5,5.1
1239,happy,6.3,6.7
1240,sad,2.7,2.6
1241,sad,4.1,3.7
1242,sad,4.7,4.3
1243,happy,5.8,5.7
1244,sad,4.6,3.7
1245,happy,6.4,5.3
1246,sad,4.5,3.1
1247,tense,4.4,6.3
1248,sad,3.7,3.0
1249,happy,5.1,5.6
1250,happy,7.0,7.4
1251,happy,6.9,6.3
1252,happy,5.2,5.1
1253,sad,4.1,3.0
1254,tense,4.7,6.2
1255,sad,3.4,2.0
1256,happy,5.7,5.5
1257,calm,5.0,3.8
1258,happy,5.7,5.6
1259,sad,3.6,2.8
1260,happy,7.2,6.5
1261,sad,3.8,3.1
1262,sad,4.5,4.8
1263,happy,5.8,5.1
1264,sad,4.6,3.6
1265,happy,5.8,5.5
1266,happy,5.6,5.1
1267,sad,4.5,3.7
1268,calm,5.3,3.7
1269,sad,3.5,4.4
1270,tense,4.6,5.3
1271,sad,4.6,4.7
1272,sad,4.0,3.2
1273,tense,4.8,5.6
1274,happy,6.0,5.4
1275,sad,3.5,2.8
1276,tense,4.8,5.5
1277,sad,2.9,2.2
1278,calm,5.1,4.1
1279,calm,5.6,4.2
1280,happy,5.9,5.4
1281,calm,5.4,4.5
1282,happy,6.8,6.4
1283,tense,3.3,5.2
1284,happy,6.3,6.6
1285,calm,5.1,4.9
1286,sad,3.8,3.0
1287,sad,4.5,4.3
1288,calm,5.2,3.4
1289,calm,5.0,4.4
1290,happy,6.6,6.6
1291,sad,3.6,2.5
1292,happy,5.6,5.2
1293,happy,5.7,5.1
1294,happy,5.9,5.5
1295,happy,6.9,6.4
1296,happy,5.0,5.9
1297,sad,4.8,3.7
1298,happy,6.9,5.6
1299,sad,4.5,4.7
1300,calm,6.0,4.5
1301,sad,4.4,2.8
1302,sad,4.4,3.8
1303,happy,6.1,6.5
1304,happy,5.2,6.3
1305,tense,4.7,6.2
1306,happy,5.3,5.3
1307,happy,5.1,5.4
