song_id,mood,valence,arousal
928,calm,5.0,4.0
932,sad,4.5,4.9
936,calm,5.4,4.7
938,calm,7.3,4.2
939,calm,6.2,2.7
941,happy,7.2,5.9
955,tense,3.8,5.6
956,tense,4.5,5.4
959,happy,6.2,6.4
962,calm,7.4,3.4
970,happy,6.6,6.6
973,calm,6.5,4.6
976,happy,6.2,5.9
977,calm,7.3,3.5
979,tense,3.1,5.5
980,calm,5.8,4.3
981,happy,6.7,6.6
983,tense,4.8,6.3
985,tense,3.9,6.1
986,calm,5.8,4.5
987,calm,6.3,3.6
991,sad,3.1,3.5
993,sad,4.4,3.8
994,happy,6.6,5.3
995,sad,4.7,2.4
996,happy,6.0,6.7
1000,happy,6.8,5.6
1001,sad,4.4,3.8
1005,happy,5.4,5.1
1007,happy,5.2,5.4
1009,sad,3.5,3.7
1012,sad,4.3,2.9
1015,happy,5.9,6.3
1019,sad,4.3,2.8
1021,calm,6.2,4.8
1027,sad,4.6,3.8
1029,sad,3.9,4.5
1031,tense,4.8,5.0
1035,sad,4.3,4.2
1036,sad,4.8,3.0
1038,calm,5.0,4.1
1039,calm,6.3,4.6
1042,calm,5.0,4.3
1045,sad,4.4,3.1
1046,happy,5.6,5.0
1047,calm,5.3,4.4
1050,happy,6.0,5.8
1051,happy,5.2,5.3
1053,tense,4.5,6.3
1054,tense,3.7,6.3
1056,tense,4.2,5.0
1057,tense,4.7,7.1
1058,tense,4.0,5.8
1059,tense,4.7,7.5
1067,sad,4.0,3.4
1068,happy,5.9,5.3
1069,tense,4.3,5.6
1073,calm,5.2,3.8
1074,happy,6.8,6.4
1078,happy,6.8,6.0
1079,happy,6.9,5.6
1080,happy,6.0,5.0
1082,happy,6.7,6.4
1084,calm,5.1,3.4
1086,calm,5.9,4.3
1087,happy,6.0,6.4
1088,happy,7.3,6.6
1092,happy,5.8,6.3
1093,happy,5.8,6.0
1094,happy,6.4,6.3
1095,happy,6.2,6.2
1096,sad,3.8,3.6
1097,happy,5.5,5.4
1100,happy,6.3,5.6
1102,sad,2.3,4.5
1106,sad,3.0,3.9
1107,sad,3.0,3.2
1108,sad,4.8,3.7
1112,sad,3.1,2.3
1114,sad,3.4,3.3
1116,calm,5.7,3.0
1117,sad,4.2,3.4
1118,sad,4.0,1.9
1119,sad,3.4,2.1
1122,happy,6.8,5.4
1130,sad,3.8,3.1
1132,sad,4.6,3.4
1133,calm,5.0,2.4
1135,sad,3.1,2.7
1143,tense,3.8,5.1
1144,sad,3.7,4.6
1145,sad,4.7,2.4
1147,sad,4.6,3.6
1154,sad,3.9,4.4
1157,happy,6.9,6.1
1168,sad,4.4,3.3
1169,sad,3.9,2.8
1174,sad,3.6,3.3
1177,calm,5.2,3.3
1180,sad,3.3,2.6
1185,calm,6.2,4.8
1186,sad,3.7,1.9
1188,sad,4.7,3.3
1189,sad,4.8,3.2
1192,sad,3.7,2.9
1196,sad,3.8,2.7
1199,sad,4.5,3.5
1204,happy,6.6,5.5
1207,sad,4.7,3.4
1211,calm,5.5,4.7
1214,happy,6.2,5.3
1216,happy,5.5,5.3
1218,sad,3.9,4.1
1219,sad,4.3,2.2
1223,tense,4.6,5.6
1224,happy,6.2,6.8
1227,tense,4.7,5.7
1228,calm,5.4,3.3
1229,calm,5.2,4.3
1233,calm,5.5,4.8
1235,tense,4.9,5.8
1240,sad,2.7,2.6
1241,sad,4.1,3.7
1246,sad,4.5,3.1
1247,tense,4.4,6.3
1248,sad,3.7,3.0
1254,tense,4.7,6.2
1257,calm,5.0,3.8
1258,happy,5.7,5.6
1259,sad,3.6,2.8
1262,sad,4.5,4.8
1264,sad,4.6,3.6
1267,sad,4.5,3.7
1268,calm,5.3,3.7
1269,sad,3.5,4.4
1270,tense,4.6,5.3
1271,sad,4.6,4.7
1273,tense,4.8,5.6
1276,tense,4.8,5.5
1277,sad,2.9,2.2
1278,calm,5.1,4.1
1279,calm,5.6,4.2
1281,calm,5.4,4.5
1282,happy,6.8,6.4
1283,tense,3.3,5.2
1285,calm,5.1,4.9
1288,calm,5.2,3.4
1289,calm,5.0,4.4
1292,happy,5.6,5.2
1300,calm,6.0,4.5
1303,happy,6.1,6.5
1305,tense,4.7,6.2
1308,happy,5.8,5.3
1309,happy,6.5,7.4
1310,calm,5.1,4.4
1312,calm,5.3,4.0
1315,happy,7.0,6.4
1316,calm,5.2,4.0
1320,tense,3.8,6.5
1321,tense,4.5,5.7
1325,happy,5.9,5.8
1326,happy,6.1,5.0
1327,calm,5.5,2.8
1329,calm,5.3,4.2
1331,calm,5.3,4.4
1333,tense,4.5,5.7
1334,tense,3.8,7.8
1340,happy,6.4,5.7
1341,sad,3.5,3.2
1342,happy,6.5,6.4
1347,sad,4.6,4.0
1351,happy,6.3,5.9
1355,calm,6.3,3.8
1357,tense,4.5,6.0
1360,calm,5.5,2.9
1362,tense,4.4,5.4
1363,calm,5.1,3.6
1364,tense,4.3,6.2
1368,sad,3.4,3.3
1370,sad,4.3,4.1
1371,happy,5.7,5.4
1372,tense,4.8,5.2
1374,calm,6.0,4.1
1375,happy,5.6,5.6
1379,happy,5.8,5.7
1382,sad,4.8,4.7
1383,calm,5.6,3.0
1386,happy,5.9,5.0
1387,calm,6.1,4.5
1388,happy,6.8,7.8
1389,sad,4.2,3.3
1391,tense,4.3,5.7
1393,calm,6.2,4.1
1396,happy,6.1,6.0
1397,sad,4.3,3.3
1400,happy,5.6,5.8
1401,happy,5.8,5.3
1402,calm,5.6,2.5
1407,sad,3.6,3.8
1408,tense,4.2,5.0
1409,sad,4.9,3.7
1410,calm,6.0,4.4
1415,calm,5.7,4.7
1418,sad,4.3,3.8
1422,sad,4.1,2.8
1423,tense,4.2,5.5
1424,sad,4.5,3.5
1427,calm,5.0,4.9
1431,sad,4.1,4.1
1432,sad,3.7,2.6
1433,sad,4.0,3.6
1434,sad,3.7,2.8
1435,tense,3.6,5.3
1437,calm,5.1,4.5
1440,calm,5.1,4.9
1441,calm,5.0,4.0
1442,calm,5.3,2.8
1443,calm,5.8,2.9
1444,sad,4.6,3.1
1445,calm,5.1,3.6
1446,calm,5.8,3.2
1447,sad,4.4,4.1
1450,happy,5.7,5.0
1451,calm,5.1,4.8
1454,calm,5.2,3.6
1456,sad,4.3,2.2
1459,happy,5.4,5.1
1460,sad,4.8,3.9
1461,calm,5.3,4.2
1465,calm,5.2,3.7
1466,calm,6.1,4.5
1470,calm,5.1,3.2
1475,sad,4.3,3.2
1476,tense,4.5,5.1
1477,calm,5.1,4.5
1478,calm,5.1,3.5
1479,happy,5.0,5.1
1480,tense,4.8,5.3
1485,sad,4.7,3.8
1486,sad,3.7,2.9
1491,tense,4.8,5.2
1493,tense,4.0,6.1
1496,happy,6.1,5.8
1498,sad,4.8,3.8
1501,calm,5.0,4.9
1502,happy,7.2,7.0
1503,calm,5.9,4.1
1506,calm,5.0,4.8
1509,happy,5.9,5.4
1510,tense,4.1,5.6
1511,happy,5.5,5.6
1512,tense,3.8,5.2
1514,tense,4.6,5.4
1516,calm,5.6,4.9
1523,calm,6.9,4.8
1524,calm,5.6,4.4
1526,happy,5.9,5.9
1528,calm,5.5,4.6
1530,calm,6.2,4.2
1531,calm,5.1,4.8
1533,happy,5.2,5.3
1537,calm,5.9,3.4
1538,calm,6.3,4.7
1540,happy,5.7,5.1
1541,calm,5.2,4.6
1543,happy,6.1,5.4
1546,calm,5.3,4.4
1547,tense,4.0,5.8
1549,tense,4.9,5.2
1551,happy,5.6,5.4
1552,happy,5.6,5.6
1553,happy,5.6,5.9
1554,calm,5.8,4.5
1556,tense,4.7,6.1
1557,happy,5.5,6.3
1558,tense,3.4,5.9
1560,happy,5.2,5.2
1562,tense,4.8,6.3
1564,happy,6.1,6.4
1565,sad,4.6,4.9
1567,tense,4.0,5.0
1568,happy,5.4,6.0
1569,happy,5.6,5.8
1570,calm,5.2,4.6
1571,tense,4.4,6.9
1572,happy,5.5,5.0
1576,calm,5.4,3.9
1578,calm,5.9,4.8
1579,calm,5.8,4.9
1581,happy,6.5,6.1
1585,calm,5.0,3.9
1586,tense,4.3,5.0
1588,tense,4.9,5.8
1590,tense,4.2,6.2
1591,calm,5.9,4.7
1592,happy,6.1,6.4
1602,calm,5.0,3.7
1603,calm,5.4,3.9
1604,sad,4.5,3.6
1605,calm,5.6,4.0
1606,calm,5.6,4.9
1608,tense,4.5,7.0
1614,calm,6.6,4.6
1615,calm,5.7,4.6
1616,tense,4.8,5.5
1618,calm,6.1,3.9
1619,happy,5.2,5.3
1623,happy,5.6,5.3
1624,happy,5.7,6.4
1629,happy,6.4,6.3
1631,calm,5.7,4.8
1634,happy,5.5,6.1
1636,tense,4.6,5.2
1637,calm,5.5,3.6
1638,calm,5.9,3.9
1639,happy,5.3,5.3
1642,calm,5.1,4.9
1643,sad,4.4,4.3
1648,sad,3.9,2.5
1651,tense,4.8,6.0
1653,sad,4.3,3.1
1654,sad,4.8,3.1
1657,happy,5.6,5.7
1660,happy,5.2,5.5
1663,sad,4.6,4.9
1665,happy,5.6,5.7
1666,sad,3.8,3.3
1668,happy,5.5,5.5
1669,calm,5.5,4.9
1675,happy,5.5,5.7
1676,calm,5.6,4.9
1677,happy,6.8,6.4
1678,calm,5.1,4.2
1680,happy,6.8,6.1
1681,calm,5.0,3.5
1682,happy,6.1,5.8
1683,calm,6.0,4.8
1684,happy,5.1,5.0
1685,calm,5.4,4.5
1686,sad,3.7,3.3
1687,calm,5.1,4.7
1688,calm,5.2,4.7
1690,calm,5.4,4.6
1691,sad,3.7,3.6
1694,tense,4.5,6.1
1695,happy,5.7,5.6
1701,sad,4.0,3.1
1703,happy,5.3,6.7
1711,calm,5.0,3.2
1712,sad,4.4,2.9
1713,happy,6.2,5.7
1714,calm,6.1,4.0
1715,happy,5.9,5.6
1716,happy,5.8,5.4
1718,sad,4.7,3.5
1719,calm,5.0,3.3
1720,happy,7.5,6.0
1721,sad,4.2,2.9
1722,calm,5.0,3.1
1729,happy,5.1,5.4
1730,calm,5.3,3.9
1733,sad,3.8,3.3
1735,sad,4.7,3.0
1738,sad,2.8,4.8
1739,sad,3.7,2.8
1740,calm,5.3,4.3
1743,happy,6.8,6.5
1746,calm,5.7,4.8
1747,sad,4.3,2.9
1748,calm,5.4,4.1
1749,calm,6.7,4.6
1750,tense,4.7,5.3
1756,sad,4.4,3.9
1757,calm,5.0,3.1
1758,calm,5.4,3.0
1759,calm,5.4,4.7
1765,calm,5.8,4.6
1770,sad,4.5,2.9
1772,calm,5.6,4.3
1773,calm,5.4,4.1
1774,sad,4.9,4.8
1775,sad,4.6,3.0
1777,calm,5.3,4.4
1779,calm,5.7,2.9
1780,sad,4.8,3.5
1781,sad,4.2,2.7
1785,happy,5.6,5.2
1788,tense,3.6,6.0
1792,happy,6.1,5.1
1793,calm,5.1,4.2
1796,happy,5.8,6.0
1798,calm,5.7,4.0
1799,calm,5.8,4.5
1803,sad,4.1,3.6
1805,calm,5.7,4.9
1806,happy,6.5,6.2
1807,happy,5.7,5.3
1808,happy,5.4,5.3
1813,happy,6.1,5.7
1816,calm,5.0,4.5
1823,tense,2.7,5.6
1824,happy,6.2,5.7
1826,calm,5.1,3.7
1827,happy,5.6,6.7
1829,sad,4.8,3.6
1830,happy,5.7,5.3
1832,happy,5.7,5.2
1833,sad,4.5,3.2
1835,calm,5.3,3.2
1836,calm,5.6,4.6
1838,tense,4.6,5.0
1839,happy,6.0,5.7
1842,happy,5.8,6.3
1843,sad,4.9,4.7
1844,happy,6.1,5.5
1845,happy,5.9,5.9
1847,sad,3.2,2.6
1852,sad,4.1,4.7
1854,calm,5.2,4.5
1858,happy,5.2,5.6
1860,sad,3.7,3.5
1861,happy,5.1,5.0
1862,calm,5.1,4.9
1864,happy,6.1,7.4
1869,sad,4.1,3.7
1871,happy,6.4,6.6
1875,happy,6.3,6.2
1877,happy,6.2,5.5
1878,happy,6.7,6.3
1880,calm,5.4,3.2
1882,happy,5.5,6.2
1883,calm,5.6,4.5
1885,sad,3.9,3.9
1891,calm,5.0,3.5
1893,happy,6.3,6.2
1894,sad,4.8,4.8
1895,happy,6.5,5.9
1897,sad,4.2,3.8
1898,calm,5.1,4.2
1899,calm,5.0,4.1
1902,tense,4.4,7.3
1903,tense,3.2,6.9
1905,tense,3.7,6.5
1906,tense,4.4,6.2
1907,tense,4.9,6.5
1909,tense,4.9,5.0
1911,tense,4.3,5.4
1912,happy,5.4,5.5
1916,happy,5.4,6.3
1917,sad,4.1,4.6
1919,tense,4.5,5.4
1920,happy,5.7,6.4
1921,tense,4.4,6.5
1922,happy,5.6,5.8
1927,calm,5.6,4.6
1930,sad,4.6,4.0
1931,tense,4.7,5.5
1932,tense,4.8,6.0
1934,calm,5.8,3.8
1936,sad,2.9,3.0
1940,happy,5.1,5.6
1941,calm,5.2,4.4
1942,happy,6.4,6.8
1944,happy,6.1,5.1
1946,tense,4.0,6.0
1948,tense,4.0,6.7
1949,tense,2.2,5.1
1950,sad,3.8,3.4
1951,sad,4.6,4.0
1956,happy,5.4,5.9
1957,sad,4.8,4.8
1958,tense,4.8,5.1
1959,tense,4.7,5.8
1960,tense,4.5,6.7
1962,tense,4.4,5.0
1963,tense,3.9,5.5
1964,tense,3.6,6.7
1966,tense,3.6,5.0
1967,tense,4.7,6.9
1968,tense,4.6,6.18
1969,tense,3.7,5.7
1971,happy,5.5,5.5
1975,tense,4.7,5.6
1976,tense,4.9,5.4
1977,tense,4.7,5.2
1978,happy,6.5,6.5
1979,happy,5.5,7.2
1982,sad,4.5,4.5
1985,tense,4.8,5.6
1991,happy,5.0,6.0
1993,tense,3.5,7.0
1994,sad,3.8,3.5
1996,tense,3.9,5.9
1997,calm,5.3,3.9
1999,tense,4.6,5.4
